Timestamp,Entered by,Dataset name,Data owner,Category1,Category2,Category notes,Source of information,Source - weblink,Dataset content,Geographic coverage,Geographic units,Geography notes,Time period - from,Time period - to,Time - frequency,Time notes,Data type,Data type notes,Data quality,Data access,Data owner attitude to research use,Other notes
12/21/2015 14:32:29,Alice,Scottish Household Survey (including Scottish House Condition Survey) ,Scottish Government ,1 - People,"1.3 - Attitudes, preferences","Also, demographics, property (physical characteristics), accessibility, social characteristics ",,"http://www.gov.scot/Topics/Statistics/16002
http://www.gov.scot/Topics/Statistics/SHCS","The survey is a continuous survey based on on a sample of the general population in private residences in Scotland. It provides household and individual information on the characteristics, attitudes and behaviour of Scottish households and individuals. The data are very wide-ranging. A copy of the questionnaire utilised in the survey is provided on the Scottish Government website.",6 - Scotland,Local authority,"The survey is only designed to be representative at the local authority level on a two-year basis. Follow up surveys and Special Datasets, which may be available at the individual level, may be available where approval is obtained. ",2003,On-going,Annual,"Data for the SHS are recorded continuously but annual reports with associated web tables are published annually. 

The survey started in 1999 and up to 2011 followed a fairly consistent survey design.  From 2012 onwards, the survey was substantially redesigned to include elements of the Scottish House Condition Survey (SHCS) including the follow-up Physical Survey component.

Data for the Scottish House Condition Survey is available from 2003",Sample survey,"Organised in two-year cycles, it interviews around 14,500 households per annum and can provide data disaggregated at local authority level at the end of each cycle.  The survey is conducted as a two-part interview.  The first is the ?Household? element, asked of a householder (typically the Highest Income Householder) or their spouse/partner.  The second is an ?Adult? element, asked of a random adult within the household.","Annual Technical reports are provided alongside annual reports to detail the methodology and data quality issues of the SHS. As a sample survey, the EHS suffers from sample error and some coverage issues. Although there are no geographical exclusions to the survey, the sampling frame does not cover the whole population because of a combination of inherent limitations and administrative errors and delays. Some variables are subjective and aspects such as reported income may be reported erroneously. There are also some issues with continuity in the data due to a substantial redesign in 2012. For more details on limitations of the data please see published technical reports. ","Annual publications are produced with web tables which are freely accessible. For datasets including an local authority identifier, data request forms must be completed. A dataset called SHS Lite is available to encourage use of the Scottish Household Survey. This must be requested and is provided on a CD. Web pages highlight that additional datasets can be requested. ","Although data are not freely released, SHS lite is produced to encourage non-commercial uses of the data. Extensive details are also provided on webpages detailing the process and forms needed for accessing data for research use. ",
12/11/2015 10:58:29,Sarah,UK Residential Market Survey ,RICS,1 - People,"1.3 - Attitudes, preferences","Sentiment survey providing an Indicator of conditions in Residential UK sales and letting markets.  Could also be classed as Property, Physical (property).",,http://www.rics.org/uk/knowledge/market-analysis/rics-residential-market-survey/,"Chartered Surveyors (members of RICs) who operate in the residential sales and lettings market are consulted as to their opinions about the state of the market. Survey responses vary month by month, for example, November 2015 recorded 304 responses (representing 550 branches of chartered surveyor). Questions about coverage of Scotland and NI.",1 - UK,Regional,"National data is regionally weighted. Data from Scotland and Northern Ireland is collected but is not used to feed into the headline findings.  Data from England and Wales are used for headine findings. 10 regions used (North, Yorkshire and Humberside, North West, East Midlands, West Midlands, East Englia, South East, South West, Wales, London).",1978,On-going,Monthly,Seeking clarification on how long the survey has been undertaken.,Sample survey,List of questions asked is available in data reports along with further methodological information.,Data quality will vary according to number of monthly survey returns and is seasonally adjusted ,"Data available to download after (free) registration but only as PDF report
Subscription is available to obtain full access to housing data (3 bands of membership)

However, RICS state that they support academic research and will supply the full data set on a complementary basis (upon application)",,
12/10/2015 11:02:22,Alice,Affordable Housing Starts and Completions,DCLG,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/collections/affordable-housing-supply#affordable-housing-starts-and-completions,Data aggregated by DCLG from information provided by the Homes and Communities Agency and the Greater London Authority. Affordable housing starts and completions delivered nationally under the affordable housing programmes of the HCA and GLA ,4 - England,National,,2009,Ongoing,Other,"Data are released bi-annually by DCLG, normally in June and November",Administrative,,"Prior to 2012 all data were collected by the HCA. However, after April 2012, the Mayor of London and the GLA took responsibility for these data within London. 
While delivery through the HCA and GLA accounts for the majority of affordable housing supply it is not all of it. ",Live tables for these data are freely available through the government website,Government attitudes to research use of their data appear favourable,
12/10/2015 10:44:58,Alice,Affordable Housing Supply Statistical Release,DCLG,2 - Property,2.1 - Physical (property),,,"https://www.gov.uk/government/collections/affordable-housing-supply
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/housing/housingresearch/housingstatistics/housingstatisticsby/affordablehousingsupply/livetables/","The dataset contains information on affordable housing supply, divided into additional affordable rented, additional social rented and additional intermediate affordable homes. ",4 - England,Local authority,"For some years, statistics are provided at the English, regional and local authority levels",2008,Ongoing,Annual,"The statistical release was first published in 2008, relating to the 2006-2007 year. Within the live tables, statistics on some measures are, however, provided from 1991-92. It is unclear whether earlier years' data could be obtained ",Administrative,,"Statistics show the gross annual supply of affordable homes, which includes new build and acquisitions from the private sector but does not take account of losses through demolitions or sales.
Certain tables have been discontinued over time. Additional units provided through LA funding and statistics presentations which aggregated to the regional level have, for instance, been discontinued. ",Live tables are freely available down to the local authority level. Statistical releases prior to 2010 are archived to the national archive. It is unclear whether data for earlier years could be obtained by request. ,There appears to be a favourable attitude within government to the use of their statistics for research purposes. ,
12/10/2015 11:47:18,Alice,Code for Sustainable Homes,DCLG,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/collections/code-for-sustainable-homes-statistics,"This data details the number of dwellings that have met design-stage and post-construction standards set out in the code for England, Wales and Northern Ireland in any quarter. ",9 - Other,Local authority,"This dataset covers England, Wales and Northern Ireland.",2008,Mar 2015,Quarterly,"The code came into operation in 2007, with the first homes awarded certificates in 2008. Data collection ceased when the code was withdrawn in March 2015 as part of the housing standards review.  ",Administrative,,,These data were released in PDF format rather than as a database which may impede reuse. A different format can however be requested,Government attitude to research use of data appears favourable,
12/16/2015 14:36:14,Alice,Conversions and Demolitions (Housing Statistics for Scotland),Scottish Government,2 - Property,2.1 - Physical (property),,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/ConDem,These datasets contain statistics on the number of net new dwellings created by conversions and the number of dwellings demolished. ,6 - Scotland,Local authority,,1986,On-going,Annual,The conversions table for the most recent financial year provides data back to 1986/87. The most recent release for demolitions provides data back to 1990/91. It is noted that the statistics were collected on a quarterly basis until 2007 when they were incorporated into the Housing Statistics Annual Return. ,Administrative,"This is administrative data from local authority systems, recorded on the stock 4 returns (previously the S2, S4 and CON1 returns). Part C of the Stock 4 return collects information on Conversions (all tenures).","These are administrative data and therefore offer complete coverage of the 32 local authorities of Scotland. The data are considered high quality. Nevertheless, a Data Quality report is provided with alongside all HSfS statistical releases. ",A freely accessible dataset for 1986-present is available for conversions via the Scottish Government website. A freely accessible dataset for 1990/91 to present is also provided here for demolitions. It is noted that previously published quarterly datasets from prior to 2007 are available via request from housingstatistics@scotland.gsi.gov.uk,Social and Academic Research is an acknowledged as a use of this data in the Uses of the data report which accompanies the HSfS statistical  releases. ,
12/10/2015 13:03:00,Alice,Dwelling Stock (including vacants),DCLG,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/statistical-data-sets/live-tables-on-dwelling-stock-including-vacants,"The dwelling stock estimate for each year is equal to the previous year?s dwelling stock estimate plus the latest annual net supply of housing figure. It is broken down into the 4 tenures: owner-occupied, private rented sector, local authority housing and housing association although it is not possible to split the private housing stock into owner-occupied and private rented sector at the local authority district level.
Vacant dwellings also obtained from this statistical release (no specific separate release of their own)",4 - England,Local authority,Some measures aggregated to larger scales are also provided,1994,On-going,Annual,"Durations available vary between variables. Local Authority Dwelling Stock in England is provided 1994-2014 but other variables, e.g. net additions to housing stock, are provided on different timescales (in this case 2004-2015)",Administrative,"Estimates for total stock are derived from the Census for those years in which a Census was undertaken. In between census years, the total figures are produced by adding the annual net supply of housing to the existing dwelling stock",This dataset covers all local authorities in England. Certain regional aggregations of data were provided up until 2011 but these are no longer updated. ,Live tables are freely available on the DCLG website,Government attitudes to research use of their data appear favourable. ,
2/17/2016 9:40:12,Kristine ,Empty property and second homes (Housing Statistics for Scotland),Scottish Government,2 - Property,2.1 - Physical (property),,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/LTemptysecondhomes,"Contains information on: Long term empty properties, unoccupied exemptions, second homes. ",6 - Scotland,Local authority,,1996,On-going,Annual,Figures are as at the first Monday in September.  Unoccupied exemptions data goes back to 1996.  Second Home & Empty properties data goes back to 2005.,Administrative,,These are administrative data and therefore offer complete coverage of the 32 local authorities of Scotland. As government data they can be considered relatively high quality.  A detailed Data Quality report is provided alongside all HSfS statistical releases.,A freely accessible data table for each period is provided via the Scottish Government website.,Government attitudes to research use of their data appear favourable,
12/10/2015 14:31:10,Alice,Energy Performance of Buildings Certificates,DCLG,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/collections/energy-performance-of-buildings-certificates,"Data are drawn from 2 datasets on the Energy Performance of Buildings Registers: Energy Performance Certificates (EPCs) for domestic and non-domestic properties covering England and Wales; and Display Energy Certificates (DECs) for buildings occupied by public authorities in England and Wales. Dataset presents information about certificates on the energy efficiency of domestic and non-domestic buildings that have been constructed, sold, or let since 2008, and of larger public authority buildings recorded since 2008. Data are also divided into energy efficiency rating,environmental performance rating, floor area, CO2 emissions and fuel costs",3 - Eng & Wal,Local authority,Very limited data produced for Scotland. ,2008,On-going,Quarterly,,Administrative,,Experimental official statistics,A live table for this data is provided on the DCLG website featuring the most up to date data ,Government attitudes to research use of their data appears favourable ,
2/16/2016 11:04:23,Kristine ,English Housing Survey/Energy Efficiency of English Housing ,DCLG/DECC,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/collections/english-housing-survey,"Contains data on the energy efficiency of the English housing stock.  Includes tables on SAP ratings, installation of energy efficiency measures, those that could benefit from energy efficiency measures, CO2 emissions, heating/fuel costs, and households unable to heat their living room comfortably in winter. ",4 - England,National,,2012,On-going,Annual,"The survey operates continuously. Data for the household survey are analysed annually and for the physical survey on a two-year rolling basis. Prior to 2008, the constituent elements of the English Housing Survey were run as separate surveys. The Survey of English Housing (centred on housing circumstances and attitudes) collected information from c.20,000 households and operated continuously from 1993/4 to 2007/8. Energy efficiency of English housing stock data was only separated out into a stand alone section of the English Housing Survey in 2012",Sample survey,Levels of potential sampling error are assessed for this survey. Greater detail on this can be found in the Technical Report ,"- The sample for the survey is representative of England. There was a transition in methodology from 2011 to 2012 from a simple random sample to a partially clustered survey design for a single survey year. The survey is stratified by geog region, tenure, and household with an HRP who worked in a non-manual occupation (2001 census) and subsampled by tenure.  
- The sample for the survey is drawn from the Postcode Address File (PAF) obtained from the Post Office. This offers a good coverage of residential households and dwellings in England. The sample does not however include any new dwellings built after the PAF was collated. The weights are adjusted using the number of new dwellings built between the PAF date and the reference date for the weighting to account for this error in coverage.
- Standardised training is in place to minimise measurement error  amongst interviewers 
- Full-scale piloting of new questions is not carried out but new questions are reviewed following the first quarter of data collection
- Non-response bias is dealt with in the weighting process
- Greater detail on measures undertaken to enhance data quality are provided in a Technical Report","Anonymised English Housing Survey data sets are released each year once the main annual reports have been published, via End User Licences available to all members of the public at the UK Data Service.  Registration for this service is slightly different for HE/FE users. The English Housing Survey datasets with detailed geographic identifiers are available only via Secure Access at the UK Data Service",Government attitudes to research use of their data appear favourable,"The government is looking to reduce the cost of the English Housing Survey. Following a review in early 2015, they have decided not to pause the survey or amend it to run biannually. However, it is likely that aspects of the survey methodology and the data collected will alter somewhat in the upcoming years. "
12/11/2015 12:41:36,Alice,English Housing Survey/Housing Stock Dataset,DCLG/DECC,2 - Property,2.1 - Physical (property),"Services, Accessibility and Physical characteristics - land could also be applied to this dataset",,"https://www.gov.uk/government/collections/english-housing-survey
https://discover.ukdataservice.ac.uk/Catalogue/?sn=7802&type=Data%20catalogue","This is part 2 of the English Housing Survey and collects information on the physical characteristics of the English housing stock. It is the results of surveyor inspection of c.6,200 dwellings (a sub-sample of the 13,300 surveyed for part 1 of the English Housing Survey). The datastet contains information on stock profile; amenities; services and the local environment; dwelling condition and safety; energy performance; energy-inefficient dwellings.",4 - England,National,Freely available datasets have restricted geographic identifiers to avoid disclosure of participants.  English Housing Survey datasets with detailed geographic identifiers may appear to be available via Secure Access agreement with the UK Data Service although it is not clear what level of geographical identifier could be obtained. ,2008,On-going,Annual,"The survey operates continuously. Data for the household survey are analysed annually and for the physical survey on a two-year rolling basis. Prior to 2008, the constituent elements of the English Housing Survey were run as separate surveys. The English House Condition Survey (relating to housing stock condition) was conducted every 5 years between 1976 and 2001 and then on a continuous basis from 2003. Prior to that, a Regional Housing Survey 1969 and Housing Condition Survey 1971 included similar physical surveys. ",Sample survey,Levels of potential sampling error are assessed. Greater detail on this can be found in the Technical Report,"- The sample for the survey is representative of England. There was a transition in methodology from 2011 to 2012 from a simple random sample to a partially clustered survey design for a single survey year. The survey is stratified by geog region, tenure, and household with an HRP who worked in a non-manual occupation (2001 census) and subsampled by tenure.  
- The sample for the survey is drawn from the Postcode Address File (PAF) obtained from the Post Office. This offers a good coverage of residential households and dwellings in England. The sample does not however include any new dwellings built after the PAF was collated. The weights are adjusted using the number of new dwellings built between the PAF date and the reference date for the weighting to account for this error in coverage.
- Standardised training is in place to minimise measurement error both amongst interviewers and surveyors
- The greatest variability in subjectivity in the physical survey is likely to revolve around the assessment of housing condition and defects. However, a surveyor variation study was carried out in 2009/10 which showed no significant difference in surveyor assessments 
- Non-response bias is dealt with in the weighting process
- Greater detail on measures undertaken to enhance data quality are provided in a Technical Report","Anonymised English Housing Survey data sets are released each year once the main annual reports have been published, via End User Licences available to all members of the public at the UK Data Service.  Registration for this service is slightly different for HE/FE users. The English Housing Survey datasets with detailed geographic identifiers are available only via Secure Access at the UK Data Service",Government attitudes to research use of their data appear favourable. ,"The government is looking to reduce the cost of the English Housing Survey. Following a review in early 2015, they have decided to not pause the survey or continue it on a biannual basis. However, it is likely that aspects of the survey methodology and the data collected will alter somewhat in the upcoming years. "
12/22/2015 14:48:37,Sarah,Gypsy and Traveller Caravan Count,Welsh Government,2 - Property,2.1 - Physical (property),,,http://gov.wales/statistics-and-research/gypsy-traveller-caravan-count/?lang=en,The data originates from the bi-annual Gypsy and Traveller Caravan Count conducted by local authorities in Wales in January and July each year. It sets out the number of Gypsy and Traveller caravans on authorised and unauthorised sites in Wales. Number of Caravans by authorisation and local authority; Number of sites by authorisation (authorised/unauthorised) and local authority; Number of pitches by residential status (i.e. residential or transit) occupied status and local authority.,5 - Wales,Local authority,,2006,On-going,Other,Bi-annually,Administrative,,Technical report on data quality published by the Welsh Government on the website link.,Data free to download from the Welsh Government website link.,Appears supportive of data use for research.,
12/12/2015 10:15:03,Alice,House building statistics,DCLG,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/statistical-data-sets/live-tables-on-house-building,"This dataset contains data on housing starts and completions across the UK, disaggregated by tenure at different geographies. Compiled from returns by local authorities to the relevant national government/agency (DCLG, Scottish Government, NISRA) so precise details vary. Questions about robustness of NI completions data. Scottish and NI data available from separate websites. ",1 - UK,Local authority,"Data are provided for UK, England, Scotland, Wales, NI, local authorities and LEPs. Tables aggregated to the regional level were discontinued in 2012",1999,On-going,Annual,"Live tables provide data aggregated to the UK from 1999. Data aggregated to devolved nations are available over different timescales with Scotland for instance available from 2003 and England available from 2004. Data provided at the local authority level are provided quarterly from 2005. 
From 2012, data aggregated to the LEP level are also provided.  ",Administrative,,"Quarterly figures are seasonally-adjusted whereas annual figures give actual figures for house building over 12 months and can thus be compared. House building statistics are collected at the LA level but it is important to be aware that housebuilding is clustered geographically and temporally.  the precise timing with which starts and completions are recorded in the statistics can vary from one housing development to the next, depending on factors such as the timing of building control inspections or differences between data providers? administrative systems",Freely accessible live tables are provided on the DCLG website ,Government attitudes to research use of their data appear favourable,
12/17/2015 16:57:21,Sarah,Housing Condition Survey 2011,Northern Ireland Housing Executive,2 - Property,2.1 - Physical (property),Also includes socio-economic information about circumstances of households.,,http://www.nihe.gov.uk/index/corporate/housing_research/house_condition_survey.htm,"A physical survey of the property and a social survey comprising an interview with the householder or partner (if applicable). In 2009, the sample size was 3000.  This was reduced in 2011 to 2030 because of budgetary pressures. A detailed technical survey form is filled in for each property where the surveyor has gained access. Information gathered to allow measurement of repairs costs, the Fitness Standard, The Decent Homes Standard, Fuel Poverty, SAP and the Housing Health and Safety Rating System. The social survey includes questions on housing history, home improvements,heating in the home,household demographics including information on members of the household with a disability",7 - Northern Ireland,Local authority,,1974,2011,Other,Every 5 years.  Date on NIHE website available from 2004,Sample survey,,Information on the survey's methodological approach including data quality issues is provided as a separate report on the NIHE website.,"Free to download from the NIHE website in Excel, Word and PDF format.",Appears favourable to use of data for research. ,
12/22/2015 11:14:05,Sarah,New House Building,Welsh Government,2 - Property,2.1 - Physical (property),,,http://gov.wales/statistics-and-research/new-house-building/?lang=en,Data is based on the reports of local authority building inspectors and the National House Building Council (NHBC). It does not include information from private approved inspectors. The data is an overview of the number of new dwellings commenced and completed in Wales in a given time period and collected to assess the level of new house building across Wales. ,5 - Wales,Local authority,,1974,On-going,Quarterly,,Administrative,,Information on data quality provided in detail on the Welsh Government weblink.,Appear supportive of the use of data for research.,,
12/16/2015 14:23:56,Alice,New Housebuilding in Scotland (Housing Statistics for Scotland),Scottish Government,2 - Property,2.1 - Physical (property),,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/NewBuild,These data tables provide quarterly information on starts and completions across different tenures. a summary table is also provided at the scotland level detailing Affordable Housing Supply,6 - Scotland,Local authority,,1996,On-going,Quarterly,"The most recent dataset, provided on the Scottish Government website, contains Local Authority information dating back to 1996. Scottish level summary statistics on sales are provided from 1998. Summary tables of new house building in Scotland date back to 1920. ",Administrative,"This is administrative data from local authority systems, recorded on the quarterly NB1 and NB2 statistical returns for council and private house building completions, stock 4 returns record changes in housing stock and in stock tenure, and also information from the Affordable Housing Supply Programme (AHSP) (formally Affordable Housing Investment Programme (AHIP)) on housing association new build and refurbishment. It records all new build housing, refurbishments and conversions for housing use.  NB2 returns collecting private house building is collected a quarter behind the local authority NB1 return",These are government administrative data and are thus high quality. These statistics offer complete coverage of the 32 local authorities in Scotland and there is therefore no sampling error associate with these statistics. A document detailing quality issues for HSfS statistics is provided alongside releases.,A full freely accessible data table is provided via the Scottish Government website. ,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/17/2015 12:23:23,Alice,Public Authority Housing Stock (Housing Statistics for Scotland),Scottish Government,2 - Property,2.1 - Physical (property),,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/Stock," time series tables of stock owned by local authorities and Scottish Homes, by:

- type of property (house, high rise flat, tenement flat, 4 in a block, other flat/maisonette)
- year of construction (pre-1919, 1919-1944, 1945-1964, 1965-1982, post-1982)
- construction type (traditional, non-traditional)
- normal use of stock (normal letting stock, temporary accommodation for the homeless, other)",6 - Scotland,Local authority,,1998,On-going,Annual,,Administrative,,"These are administrative data and therefore offer complete coverage of the 32 local authorities of Scotland. As government data, they can be considered high quality. Nevertheless, a Data Quality report is provided with alongside all HSfS statistical releases",A full freely accessible data table is provided via the Scottish Government website which gives time series data at the local authority level for 1998-2015,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
2/17/2016 10:29:47,Kristine ,Scottish Housing Quality Standards (SHQS),Scottish Government ,2 - Property,2.1 - Physical (property),,,"http://statistics.gov.scot/data/shqs
https://www.scottishhousingregulator.gov.uk/scottish-housing-quality-standard-shqs
http://www.gov.scot/Topics/Built-Environment/Housing/16342/shqs/guidance","The Scottish Housing Quality Standard (SHQS) is a measure of the quality of the housing stock. It is an aggregation of the results from 49 different programme modules aggregated into 5 higher-level categories which in turn provide a single pass/fail classification for all dwellings.

The 5 higher level classifications are: below the tolerable standard; energy efficient; modern facilities and services; healthy, safe and secure; and free from serious disrepair. This indicator shows the Number of dwelings that fail the Scottish Housing Quality Standard in Scotland.",6 - Scotland,Local authority,,2004,On-going,Annual,,Administrative,Count and Ratio,Technical information available from the Scottish Government webpage,Years 2004-2011 available freely on the Scottish Government Statistics website.  PDF Progress reports available from the Scottish Housing Regulator website for the years 2007/08-2012/13,Government attitudes to research use of their data appear favourable,
12/22/2015 18:06:03,Alice,Service Family Accomodation Bulletin,Ministry of Defense ,2 - Property,2.1 - Physical (property),,,https://www.gov.uk/government/collections/service-family-accommodation-bulletin-index,"This dataset contains information on Service Family Accommodation in the UK, including numbers of dwellings by country and by surveyed condition. ",1 - UK,National,,2007,On-going,Annual,"Data releases are provided for 2013,2014 and 2015. However, data are presented in time series and therefore cover 2007-2013, 2008-2014 and 2008-2015. ",Administrative,These data drawn on MOD administrative data,"The data in these tables have been extracted from a MOD database which is considered to be reliable and there are no significant concerns over the accuracy of data. In addition to validation by DIO, the data in these tables have been subjected to a sense check by Government statistician. A Background Quality Report is also provided with each statistical release","Freely available datasets are provided for 2013,2014 and 2015 which cover 2007-2013, 2008-2014 and 2008-2015 respectively. ",Government attitudes to research use of their data appear favourable. ,
12/22/2015 10:11:48,Sarah,Welsh House Condition Survey ,Welsh Government,2 - Property,2.1 - Physical (property),attittudes/preferences/social characteristics (place),householders and properties across Wales,http://gov.wales/statistics-and-research/welsh-house-condition-survey/?lang=en,"40,000 households interviewed in 1997
12,000 dwellings were inspected in 1998",5 - Wales,Local authority,,1997,1998,,"Previous Housing Condition Surveys were carried out in Wales during 1968, 1986 and 1993.  The Housing Condition Survey was replaced by the Living in Wales Survey.",Sample survey,Numeric and textual data,,Free to download as a PDF report from the Scottish Government Website,Appears supportive of data use for research,
12/22/2015 14:27:55,Sarah,Welsh Housing Quality Standard (WHQS),Welsh Government,2 - Property,2.1 - Physical (property),,,http://gov.wales/statistics-and-research/welsh-housing-quality-standard/?lang=en,Data collected from local authorities and RSLs. Compliance with the WQHS amongst providers including local authorities and RSLs.,5 - Wales,Local authority,,2012,On-going,Annual,,Administrative,Numeric,Technical report detailing data quality issues available on the Welsh Government website link.,Free to download as an excel spreadsheet/PDF report from Welsh Government website.,Appears supportive of data use for research.,
12/22/2015 14:13:43,Sarah,Affordable Housing Provision ,Welsh Government,2 - Property,2.2 - Tenure,,,http://gov.wales/statistics-and-research/affordable-housing-provision/?lang=en,"Reporting by Local Planning Authorities and RSLs as well as other community and voluntary providers, as to the number of affordable housing units delivered. Number of affordable housing units delivered in Wales. Financial contribution via planning agreement by local authority. Additional affordable units provided by RSLs only, tenure and funding. Additional affordable units by provider type, tenure, location, year and funding.",5 - Wales,Local authority,,2009,On-going,Annual,,Administrative,Numeric,Technical report on data quality available from the Welsh Government website link.,Data free to download from the Welsh Government website. ,Appears favourable to the use of data for research.,
12/17/2015 17:17:05,Alice,Houses in Multiple Occupation (Housing Statistics for Scotland),Scottish Government,2 - Property,2.2 - Tenure,,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/HMO,"This dataset contains information on Housing in Multiple Occupation licences. Data included are: new and renewal applications received, applications granted and licences in force; all applications received and type of HMO; all applications under the mandatory licensing scheme and licenses in force and a Scotland-level summary of applications under the mandatory licensing scheme and licenses in force",6 - Scotland,Local authority,,2001,Ongoing,Annual,A time-series dataset is provided which gives information for 2001-2015,Administrative,Data are drawn from local authority administrative records. ,"The dataset has a full coverage of all 32 local authorities in Scotland. The Data Quality report, produced alongside the HSfS statistical releases, highlights some data quality issues. It is noted that information on HMOs is generally believed to be of good quality. However, the returns received from some local authorities are inconsistent from one year to the next suggesting that these LAs have difficulties in tracking applications made in one financial year where the decision on that application is made in the next financial year.",A full freely accessible data table is provided via the Scottish Government website.,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/17/2015 16:30:48,Sarah,Private Rented Sector (Northern Ireland),Northern Ireland Housing Executive,2 - Property,2.2 - Tenure,"Also cost, price, rent",,http://www.nihe.gov.uk/index/corporate/housing_research/completed/private_rented_sector_and_rents.htm,"Commercial rental data has been combined with NIHE rent data.  The NIHE rental data is used to calculate the Local Housing Allowance received for the administration of private sector housing benefit.  In order to combine the data sets, the NIHE rent data has been adjusted to the preferred monthly frequency and adjusted upward by property type to be inclusive of (domestic) rates. Sample survey of data (for example, the report for January - June 2015 was based on a sample of 11,443 rental transactions for the first half of 2015).  ",7 - Northern Ireland,Local authority,,2013,On-going,Other,"Bi-annually

Figures for the private rented sector in the Belfast Metropolitan area are available from 2009. ",Sample survey,,Data has been cleansed to remove outlier.  Further methodological information available from NIHE website.,Free to download from the NIHE website,Seems favourable to data use for research.  The development of the research has been done in conjunction with the University of Ulster.,
12/22/2015 16:24:06,Sarah,Social Housing Sales,Welsh Government,2 - Property,2.2 - Tenure,,,http://gov.wales/statistics-and-research/social-housing-sales/?lang=en,Annual returns from Welsh social landlords (local authorities and RSLs). Records of social housing sales (local authority and RSL dwellings),5 - Wales,Local authority,,2005,On-going,Annual,"Data for right to buy from 1980-81 until 2012-13 inclusive. Up until 2010-11 the data was collected on a quarterly basis, and from 2011-12 collected annually. The figures for each financial year represent the sales during each of the financial years from April to March. ",Administrative,Numeric,Technical report available on the Welsh Government website,Data free to download on the Welsh Government website as PDF report and Excel spreadsheet.,Appears supportive of data use for research ,
12/9/2015 17:46:08,Sarah,Acadata Prices and Transactions (APAT LGA),Acadata Ltd,2 - Property,"2.3 - Cost, price, rent",,,http://www.acadata.co.uk/housePriceDataSeries.php,"APAT LGA uses Land Registry (LR) data from 1995 for each region, county, unitary district and London borough in England & Wales, and Registers of Scotland (RoS) data from 2003 for each local authority in Scotland. Sales volumes and average transacted by property type. Provides the average price for each property type in each LGA (but only if three properties of the same type have been sold in the month being reported).
Some adjustments due to LGA boundary changes",3 - Eng & Wal,Postcode sector (e.g. AL1 2),Also includes Scotland (but not Northern Ireland),1995,On-going,Monthly,,Administrative,,"Data is checked, smoothed, updated and time adjusted.","Not freely Accessible, costs unknown.  A free sample of APAT LGA (2008/09) is available to download",,
12/15/2015 19:02:46,Sarah,Halifax House Price Index,Lloyd's Banking Group,2 - Property,"2.3 - Cost, price, rent",,,http://www.lloydsbankinggroup.com/media/economic-insight/halifax-house-price-index/,"Index based on the Halifax' own data for house purchase transactions which are financed via mortgage approval. Information is obtained about: purchase price, location (region)
type of property, Age of property, tenure and number of rooms, separate toliets, central heating, number of garages/garage spaces, garden, land area of greater than one acre, road charge liability. From this, a number of standardised indices are generated covering different categories of houses and of buyers (first time buyers and former owner-occupiers), 
The database is described as 'exceptionally large'",1 - UK,Regional,"Government Office regions and includes Northern Ireland, Scotland and Wales",1983,On-going,Monthly,Longest running monthly house price series ,Administrative,,Only covers mortgages therefore does not include cash purhases.  The Halifax only uses its own data because it can process it immediately and does not need to await the receipt of data from other lenders which means that they are more timely than the ONS HPI,Data free to download from the Halifax website as an excel spreadsheet including historical data from 1983.,No view appears expressed on use of the data for academic research,
